영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
선택! 새엄마와 여동생,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
"섹스, 나랑할래?",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-05-06,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
술 취해 잠든 유부녀 과장님,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-14,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
술에 취한 타인의 여자,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-09,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 : 엄마와 딸,한만규,(주)영화사가을,,(주)영화사가을,2022-10-03,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
시아버지를 며느리가 후렸다,캡틴 에디트맨,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-06-30,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
아내들의 모든 것,윤치수,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
아줌마 제발 그만하세요,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-21,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
악마같은 새엄마,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-12,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
야한 세 친구,장권,(주)메이크아트,,(주)나우콘텐츠,2022-09-23,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
야한 이모,KH,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-12,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
어린 남자만 꼬셔먹는 노처녀,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-14,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
어제는 누나 오늘은 여동생,신혜영,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-14,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
엄마 교환,성이성,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
엄마 몰래 보는 빨간비디오,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-10-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
여대생의 질문,선우용,(주)룬컴퍼니,,(주)룬컴퍼니,2022-07-22,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
여동생과 누나의 맛,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-10,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
연애 초보 여동생과 섹스한 오빠,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-09,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
오랜만에 만나 섹스한 동창생,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-27,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
오피스 언니들,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-09-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
온 가족 돌려먹기,성이성,(주)담화,,(주)담화,2022-05-27,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
외로워하는 돌싱 이모의 젖은 속살,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
욕망의 가정부,캡틴 에디트맨,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-07-21,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
위 아래로 거리낌 없이 삽입하는 친구들,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-13,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
윗집 아이 엄마와 내 아이 만들기,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-27,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
유주얼 섹스펙트 그녀들의 은밀한 노하우,봉선우,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2022-05-30,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
육덕진 여 후배와 농염한 사모님,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-25,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
의외로 쉽게 넣어준 그녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
이혼 후 외로워하는 친구 누나,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-04,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
임신하고 싶다는 며느리,김정호,(주)나우콘텐츠,,(주)나우콘텐츠,2022-07-12,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
자매 펜션 : 펜션 맛집,김레이,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-09-29,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
작업 당한 아줌마,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-07-28,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
잘 안 벌려주는 신입 여직원,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-01,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
잘 줄 것 같은 돌싱 누나,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-11,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
저항할 수 없는 변태 감독님의 손길,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-06,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
조련당한 육체,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-12,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
직장상사:팀장님 부부,최정자,주식회사 플릭스코,,주식회사 플릭스코,2022-07-14,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
처음인데 너무 아프게 하지 마,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
처제의 욕정 배설구,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-06,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
첫경험은 죽지 않는다,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-07-28,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
친구 여친 꼬셔 몰래 삽입,전연정,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
친구동생 : 우정보다 좋은 맛,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-06-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
친언니의 남자,이진선,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-22,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
"탐욕, 아내 모르게 이루어진 삽입",강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-26,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
특이점이 온 사랑,김영희,애플캔미디어 주식회사,,(주)나우콘텐츠,2022-06-09,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
학점 잘 주는 여교수 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2022-09-26,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
합의하에 삽입한 친구 여친,소준희,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-09-30,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
해야만 한다,이상영,블루커뮤니케이션,,블루커뮤니케이션,2022-08-26,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
"헌 고추, 새 가지",송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-07-07,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
형부 대물 맛을 못 잊는 처제,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-02,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
형수님도 만족하는 섹스 테크닉,허승은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-10-13,개봉영화,장편,한국,1,100000,20,100000,20,성인물(에로),청소년관람불가,일반영화
형수의 상상은 현실이 된다,박대유,(주)담화,,(주)담화,2022-06-10,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
홈트레이닝 : 친구의 완벽한 타액,송정규,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2022-06-09,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
환생한 섹스 9단 무삭제,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-09-05,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
홧김에 벌려준 유부녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-05-19,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
흠뻑 젖어 넣고 싶은 아줌마,최은호,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-06-30,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
3대3 친구 애인 스와핑,오유민,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2022-08-18,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
당신얼굴 앞에서,홍상수,(주)영화제작전원사,,"(주)영화제작전원사 ,(주)콘텐츠판다",2021-10-21,개봉영화,장편,한국,69,160000,18,160000,18,드라마,15세이상관람가,독립/예술영화
뜨거운 밤:여친의 여동생,이타치,파랑새미디어,,(주)영진크리에이티브,2022-05-20,개봉영화,장편,한국,6,28000,7,0,0,성인물(에로),청소년관람불가,일반영화
맛있는 섹스- 심야의 정사,이민환,(주)케이알씨지,,(주)케이알씨지,2022-07-04,개봉영화,장편,한국,5,6000,6,0,0,성인물(에로),청소년관람불가,일반영화
엄마와 나,연왕모,모모루덴스,,(주)드림팩트엔터테인먼트,2022-04-14,개봉영화,장편,한국,7,42000,6,0,0,다큐멘터리,전체관람가,독립/예술영화
처제의 숨결,이가온,(주)케이알씨지,,(주)케이알씨지,2022-10-18,개봉영화,장편,한국,2,6000,6,0,0,성인물(에로),청소년관람불가,일반영화
깊숙이 들어온 색귀,리차드 킴,영화사 산들바람,,영화사 산들바람,2022-10-14,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
나에게 남은 섹스시간,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-10-14,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
내 안의 형수,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-07-01,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
떡정,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-10-07,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
물터진 상속녀,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-07-01,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
살색을 찍는 사람들,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-06-03,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
숙모관계,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-09-02,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
자매사냥,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-06-10,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
죽여주는 여자,이타치,(주)영진크리에이티브,,(주)영진크리에이티브,2022-09-02,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
중독:나쁜 남자,윤준세,(주)영진크리에이티브,,(주)영진크리에이티브,2022-08-12,개봉영화,장편,한국,5,25000,5,0,0,성인물(에로),청소년관람불가,일반영화
곡녀,정인철,대성필림,,시네마 뉴원,2022-03-31,개봉영화,장편,한국,7,14000,2,0,0,드라마,12세이상관람가,독립/예술영화
그놈의 오일마사지,윤신,(주)픽쳐레스크,,(주)픽쳐레스크,2022-05-05,개봉영화,장편,한국,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
끝내주는 찰떡궁합,이가온,(주)케이알씨지,,(주)케이알씨지,2022-09-29,개봉영화,장편,한국,2,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
너도 먹고 나도 먹고,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-06-15,개봉영화,장편,한국,1,12000,2,0,0,성인물(에로),청소년관람불가,일반영화
너도 먹고 나도 먹고 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-06-15,개봉영화,장편,한국,1,12000,2,0,0,성인물(에로),청소년관람불가,일반영화
섹스하우스 : 파트너 쉐어,윤신,(주)픽쳐레스크,,(주)픽쳐레스크,2022-05-06,개봉영화,장편,한국,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 세 여자의 목적,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-04,개봉영화,장편,한국,1,2000,2,0,0,성인물(에로),청소년관람불가,일반영화
일진 2,이수성,㈜리필름,,(주)드림팩트엔터테인먼트,2022-06-25,개봉영화,장편,한국,1,20000,2,20000,2,액션,청소년관람불가,일반영화
일진 3,이수성,"(주)컨텐츠 빌리지,㈜리필름",,(주)드림팩트엔터테인먼트,2022-06-25,개봉영화,장편,한국,1,20000,2,20000,2,액션,청소년관람불가,일반영화
가족들의 이상한 근친,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-05-20,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
결혼 전 맛보기,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-06-09,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
계부에 빠진 딸,유해종,(주)영화사가을,,(주)영화사가을,2022-08-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
고급창녀2,에로핑,(주)케이알씨지,,(주)케이알씨지,2022-10-19,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
귀천도애,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-08-04,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
꽉 물어주는 여자 무삭제,신승엽,(주)영화사가을,,(주)영화사가을,2022-07-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
나만의 완벽한 섹스토이,윤신,(주)픽쳐레스크,,(주)픽쳐레스크,2022-05-23,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
남의 여자,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-05-06,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
남자의 로망 : 2대1,이승규,(주)영화사가을,,(주)영화사가을,2022-10-17,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 사장의 아내,유만종,P&미디어,,P&미디어,2022-08-18,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 아내의 언니 5 무삭제,김환,(주)영화사가을,,(주)영화사가을,2022-06-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내 친구의 아내 2022,지아민,(주)영화사가을,,(주)영화사가을,2022-10-31,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
내아내의여제자,이정석,스마일컨텐츠,,스마일컨텐츠,2022-07-26,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
내아내의여제자_무삭제,이정석,스마일컨텐츠,,스마일컨텐츠,2022-09-07,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
노래방 유부녀들,유해종,(주)영화사가을,,(주)영화사가을,2022-05-12,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
당근에서 생긴 일,이돌,이돌영화사,,이돌영화사,2022-05-24,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
대가리,이수성,㈜리필름,,(주)케이알씨지,2022-06-24,개봉영화,장편,한국,1,10000,1,10000,1,액션,청소년관람불가,일반영화
대가리2-학교무림,이수성,㈜리필름,,(주)케이알씨지,2022-06-24,개봉영화,장편,한국,1,10000,1,10000,1,액션,15세이상관람가,일반영화
대가리3-일진후배들,이수성,㈜리필름,,(주)케이알씨지,2022-06-24,개봉영화,장편,한국,1,10000,1,10000,1,액션,15세이상관람가,일반영화
대리모 : 위험한 관계,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-09-23,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
더 인턴:여상사의 세가지 맛,함성한,P&미디어,,P&미디어,2022-10-22,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
돌려먹는 젖 큰 그녀들,김모리,주식회사 루믹스미디어,,주식회사 루믹스미디어,2022-06-14,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
동정의 맛,마태수,아우라 필름,,케이엘 픽쳐스,2022-05-07,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
두 집 살림,전성기,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-05-06,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
드디어 다리 벌린 누나,백필규,록엔터테인먼트(주),,록엔터테인먼트(주),2022-07-27,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
뜨거운 액기스,이로운,(주)영화사히트,,(주)영화사히트,2022-06-15,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
마누라 바꿔먹기,민정현,(주)영화사가을,,(주)영화사가을,2022-08-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
맛 좋은 우리동네 아가씨들,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-05-19,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
맛 : 여자 알바생들,유해종,(주)영화사가을,,(주)영화사가을,2022-06-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
맛있는 마사지,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-05-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
매력적인 장모님 2,김환,(주)영화사가을,,(주)영화사가을,2022-06-13,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
매력적인 큰 엄마 무삭제,최찬호,(주)영화사가을,,(주)영화사가을,2022-10-10,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
멜로는 정사다,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-06-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
몰래 하는 조건정사,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-05-05,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
몸빵녀,최찬호,(주)영화사가을,,(주)영화사가을,2022-07-28,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
몸으로 간호하는 출장간호사,김모리,영화사 레드카펫,,주식회사 루믹스미디어,2022-06-02,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
방과후 2대1 특별수업,김민재,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-31,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
배달 마사지2,김수영,영화사 레드카펫,,주식회사 루믹스미디어,2022-10-05,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
보지만 말고 넣어 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
볼빨간 새엄마,이로운,(주)영화사히트,,(주)영화사히트,2022-06-06,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
불륜은 비즈니스다,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-08-31,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
불륜은 비즈니스다 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-08-31,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
불륜이지만 괜찮아,이로운,(주)영화사히트,,(주)영화사히트,2022-08-23,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
비밀 : 친구와 쓰리썸,민병관,(주)영화사가을,,(주)영화사가을,2022-07-31,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
빚에 팔려온 친구아내,한동연,주식회사 플릭스코,,주식회사 플릭스코,2022-06-30,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
빨간 맛 그녀,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-08-19,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사무실 S파트너,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-07-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사무실 S파트너 무삭제판,윤수현,(주)라온컴퍼니플러스,,(주)가온콘텐츠,2022-07-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사위 사랑은 장모 3,민정현,(주)영화사가을,,(주)영화사가을,2022-08-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
사이판 로맨스 복수의 칼,이시영,(주)룬컴퍼니,,(주)룬컴퍼니,2022-10-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
새아빠와모녀2,이하,(주)디에이치미디어,,(주)디에이치미디어,2022-10-18,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
새엄마 하숙집 무삭제,한대위,(주)영화사가을,,(주)영화사가을,2022-05-02,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스 사용설명서,마태수,아우라 필름,,케이엘 픽쳐스,2022-07-08,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스 이용권,마태수,아우라 필름,,케이엘 픽쳐스,2022-06-04,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스가 체질,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-05-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스는 자신감,마태수,아우라 필름,,케이엘 픽쳐스,2022-07-22,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스소녀 18,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-06-09,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스소녀 19,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-07-14,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹스의 장인,벤자민 킴,레드 시네마,,케이엘 픽쳐스,2022-08-03,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
섹시한 과외수업,이로운,(주)영화사히트,,(주)영화사히트,2022-06-02,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
속살 유혹 둔덕골 선녀,야신수,(주)이십일세기미디어,,(주)이십일세기미디어,2022-10-06,개봉영화,장편,한국,1,6000,1,0,0,성인물(에로),청소년관람불가,일반영화
수상한 상담사,김태훈,(주)픽쳐레스크,,(주)티에스앤컴퍼니,2022-08-19,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
순진한여자친구와첫경험-무삭제,천성준,에이원 미디어,,에이원 미디어,2022-06-15,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
술 취한 친구아내,성운아,주식회사 바나나픽쳐스,,주식회사 바나나픽쳐스,2022-06-03,개봉영화,장편,한국,1,5000,1,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 돌려먹는 친구들,이미소,영화사 레드카펫,,주식회사 루믹스미디어,2022-08-18,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 맛 본 여자들,이선재,영화사 레드카펫,,주식회사 루믹스미디어,2022-07-20,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
스와핑 삽입의 기술,안소희,영화사 레드카펫,,주식회사 루믹스미디어,2022-07-12,개봉영화,장편,한국,1,1000,1,0,0,성인물(에로),청소년관람불가,일반영화
