영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,장르,등급,영화구분
극장판 검정고무신 : 즐거운 나의 집,"송정율,송요한","㈜형설앤,㈜새한프로덕션",,"(주)대교 미디어콘텐츠사업본부,(주)블루라벨픽쳐스",2022-10-06,개봉영화,장편,한국,232,7898000,1244,680000,164,애니메이션,전체관람가,일반영화
낭만적 공장,조은성,크랭크업필름(주),,(주)영화사오원,2023-04-19,개봉영화,장편,한국,27,11731155,1230,9158455,942,멜로/로맨스,15세이상관람가,독립/예술영화
라스트필름,전수일,"(주)오죤필름,(주)동녘필름,리메인프로덕션",,영화배급협동조합 씨네소파,2022-12-29,개봉영화,장편,한국,22,7889200,1064,3194700,557,드라마,12세이상관람가,독립/예술영화
스타게이저: 아스트로스코프,도하,(주)위즈온센,,CGV ICECON,2022-10-27,개봉영화,장편,한국,31,21179500,1059,12979500,649,공연,전체관람가,일반영화
혜옥이,박정환,와이즈 앤 와이드 픽쳐스,,(주)트리플픽쳐스,2022-12-08,개봉영화,장편,한국,23,8892099,995,6557699,661,드라마,12세이상관람가,독립/예술영화
헌트,이정재,"(주)아티스트스튜디오,(주)사나이픽처스",,플러스엠 엔터테인먼트,2022-08-10,개봉영화,장편,한국,1625,9254000,927,7211000,721,액션,15세이상관람가,일반영화
낮에는 덥고 밤에는 춥고,박송열,사랑하자,,필름다빈,2022-10-27,개봉영화,장편,한국,51,7283499,913,3923200,463,드라마,12세이상관람가,독립/예술영화
컴백홈,이연우,"(주)슬기로운늑대,(유)조이앤시네마",,(주)제이앤씨미디어그룹,2022-10-05,개봉영화,장편,한국,603,8061000,905,1788000,298,드라마,15세이상관람가,일반영화
오늘 출가합니다,김성환,미러볼 스튜디오,,(주)트리플픽쳐스,2023-04-05,개봉영화,장편,한국,20,8052799,902,4132599,451,드라마,12세이상관람가,독립/예술영화
보이지 않아,천세환,"주식회사 아웃런브라더스픽처스,주식회사 퍼니필름",,(주)무비다이브,2023-04-19,개봉영화,장편,한국,29,8823991,892,6455191,629,드라마,12세이상관람가,일반영화
불멸의 여자,최종태,주식회사 영화사소요,,"(주)드림팩트엔터테인먼트,(주)아크메",2023-04-05,개봉영화,장편,한국,22,9018696,880,6044496,550,드라마,15세이상관람가,독립/예술영화
뮤지컬 배니싱,이헌재,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-01-03,개봉영화,장편,한국,5,17419500,871,9980000,499,뮤지컬,12세이상관람가,일반영화
튤립 모양,양윤모,(주)삼거리픽쳐스,,(주)삼거리픽쳐스,2023-04-19,개봉영화,장편,한국,31,7801099,837,5703299,614,드라마,12세이상관람가,독립/예술영화
뮤지컬 번지점프를 하다,윤영호,씨제이 씨지브이(CJ CGV)(주),,씨제이 씨지브이(CJ CGV)(주),2023-01-02,개봉영화,장편,한국,5,16439500,822,9340000,467,뮤지컬,12세이상관람가,일반영화
4DX 문유,"윤현정,이지혜,문교리",씨제이포디플렉스 주식회사,,씨제이포디플렉스 주식회사,2022-10-12,개봉영화,장편,한국,10,6903000,790,3820500,436,기타,12세이상관람가,일반영화
미혹,김진영,"엔진을켜 스튜디오,(주)고집스튜디오,(주)싸이더스",,"(주)엔케이컨텐츠,(주)디스테이션",2022-10-19,개봉영화,장편,한국,224,4147800,780,1408800,246,미스터리,15세이상관람가,독립/예술영화
치치핑핑의 쿵쿵따 탐험대,이광범,(주)에픽캔,,(주)에픽캔,2023-04-10,개봉영화,장편,한국,4,4415000,730,108000,18,공연,전체관람가,일반영화
애프터 미투,"박소현,이솜이,강유가람,김소람",애프터 미투 프로젝트 팀,,(주)영화사 그램,2022-10-06,개봉영화,옴니버스,한국,71,5610000,709,3246000,334,다큐멘터리,15세이상관람가,독립/예술영화
캐리 러브콘서트 케이팝,이미리,(주)캐리소프트,,씨제이 씨지브이(CJ CGV)(주),2023-04-20,개봉영화,장편,한국,27,7490800,690,2686000,248,공연,전체관람가,일반영화
나를 죽여줘,최익환,"(주)영화사이다,환상의빛(주)",,(주)트리플픽쳐스,2022-10-19,개봉영화,장편,한국,112,6271000,685,1722000,204,드라마,15세이상관람가,독립/예술영화
극장판 엄마 까투리: 도시로 간 까투리 가족,정길훈,(주)퍼니플럭스,,(주)넥스트엔터테인먼트월드(NEW),2022-09-08,개봉영화,장편,한국,616,3682000,620,465000,93,애니메이션,전체관람가,일반영화
통영에서의 하루,한경탁,"(주)삼이공,(주)토리엔터테인먼트,투영필름",,주식회사 블루필름웍스,2022-11-24,개봉영화,장편,한국,9,5502700,606,4430200,480,드라마,12세이상관람가,독립/예술영화
희망의 요소,이원영,화목한영화사,,필름다빈,2022-12-29,개봉영화,장편,한국,6,4722000,587,3560000,429,멜로/로맨스,12세이상관람가,독립/예술영화
"아치의 노래, 정태춘",고영재,(주)인디플러그,,(주)넥스트엔터테인먼트월드(NEW),2022-05-18,개봉영화,장편,한국,149,5873000,586,1494000,186,다큐멘터리,전체관람가,독립/예술영화
낮과 달,이영아,한국영화아카데미,,찬란,2022-10-20,개봉영화,장편,한국,52,3066600,571,1912600,396,드라마,15세이상관람가,독립/예술영화
귀못,탁세웅,"KBS,(주)아센디오",,와이드 릴리즈(주),2022-10-19,개봉영화,장편,한국,208,5529800,568,1398600,179,공포(호러),15세이상관람가,일반영화
영화감독 노동주,임찬익,(주)미학인우주선,,(주)드림팩트엔터테인먼트,2022-11-30,개봉영화,장편,한국,6,4389000,531,1933000,201,다큐멘터리,전체관람가,독립/예술영화
성적표의 김민영,"이재은,임지선",탁구필름,,(주)엣나인필름,2022-09-08,개봉영화,장편,한국,48,4097964,502,2961964,315,드라마,전체관람가,독립/예술영화
태안,구자환,레드무비,,레드무비,2022-10-06,개봉영화,장편,한국,9,4270000,464,6000,1,다큐멘터리,15세이상관람가,독립/예술영화
희수,감정원,영화사 정원,,영화사 정원,2022-12-15,개봉영화,장편,한국,5,3258500,418,1944000,231,드라마,12세이상관람가,독립/예술영화
밥만 잘 사주는 이상한 이사님 극장판,양경희,헤븐리 주식회사,,헤븐리 주식회사,2023-04-12,개봉영화,장편,한국,18,5968000,398,4485000,299,드라마,15세이상관람가,일반영화
성덕,오세연,해랑사,,오드,2022-09-28,개봉영화,장편,한국,60,3806999,391,3241499,324,다큐멘터리,12세이상관람가,독립/예술영화
동행: 10년의 발걸음,이재호,"닻 프로덕션,(주)디오시네마",,(주)디오시네마,2022-12-01,개봉영화,장편,한국,9,2658200,385,1090000,79,다큐멘터리,전체관람가,독립/예술영화
팬픽에서 연애까지,강윤성,㈜드림스테이션,,(주)이놀미디어,2022-12-22,개봉영화,장편,한국,18,2723500,367,1672000,183,멜로/로맨스,15세이상관람가,일반영화
2퍼센트,문신구,엠에스케이컨텐츠,,시네마 뉴원,2023-04-27,개봉영화,장편,한국,8,2306500,361,1754500,194,드라마,12세이상관람가,독립/예술영화
1번국도,강경태,너머필름,,(주)스튜디오 보난자,2022-12-08,개봉영화,장편,한국,9,3588800,340,3398300,318,드라마,15세이상관람가,독립/예술영화
창극 춘향,김명곤,문화체육관광부 국립극장,,(주)이놀미디어,2022-11-03,개봉영화,장편,한국,11,2787500,316,2094000,231,공연,전체관람가,일반영화
픽션들,장세경,경 필름,,영화배급협동조합 씨네소파,2022-11-24,개봉영화,장편,한국,9,2976000,312,2244500,209,드라마,15세이상관람가,독립/예술영화
거래완료,조경호,한국예술종합학교 산학협력단,,(주)스튜디오디에이치엘,2022-10-06,개봉영화,장편,한국,72,2510000,303,2338000,279,드라마,12세이상관람가,독립/예술영화
선데이리그,이성일,선데이시네마,,아이 엠,2022-10-05,개봉영화,장편,한국,40,1497000,300,703000,123,코미디,전체관람가,독립/예술영화
경아의 딸,김정은,주마등필름,,㈜인디스토리,2022-06-16,개봉영화,장편,한국,54,1834000,266,0,0,드라마,15세이상관람가,독립/예술영화
별 볼일 없는 인생,서동헌,(주)나우콘텐츠,,(주)이놀미디어,2023-01-12,개봉영화,장편,한국,7,2034000,220,1796500,195,멜로/로맨스,15세이상관람가,독립/예술영화
모자산책,조성규,(주)와우,,하준사,2022-11-17,개봉영화,장편,한국,5,950000,190,0,0,드라마,12세이상관람가,독립/예술영화
2차 송환,김동원,푸른영상,,(주)시네마달,2022-09-29,개봉영화,장편,한국,16,1621000,186,532000,60,다큐멘터리,12세이상관람가,독립/예술영화
아포리아,이주형,소나기픽처스,,와이드 릴리즈(주),2023-01-26,개봉영화,장편,한국,5,900000,180,0,0,드라마,12세이상관람가,독립/예술영화
물방울을 그리는 남자,"김오안,브리짓 부이요",(주)미루픽처스,,(주)영화사 진진,2022-09-28,개봉영화,장편,한국,47,1257500,152,834500,91,다큐멘터리,전체관람가,독립/예술영화
관계의 일변,김기림,주식회사 씨엠닉스,,주식회사 씨엠닉스,2023-02-01,개봉영화,장편,한국,4,717000,121,154000,29,드라마,15세이상관람가,독립/예술영화
시맨틱 에러: 더 무비,김수정,주식회사 왓챠,,주식회사 왓챠,2022-08-31,개봉영화,장편,한국,57,1620000,108,1620000,108,멜로/로맨스,12세이상관람가,일반영화
인어; 바다를 부른 여인,손현규,창작집단 꼴,,(주)더존크리에이티브,2022-11-09,개봉영화,장편,한국,8,1466200,106,1245700,90,멜로/로맨스,15세이상관람가,일반영화
프린세스 아야,이성강,"주식회사 다다쇼,(주)영화사레드피터",,씨제이 씨지브이(CJ CGV)(주),2022-09-21,개봉영화,장편,한국,348,419000,99,0,0,판타지,전체관람가,일반영화
민족,이세원,,,주식회사 씨엠닉스,2023-03-01,개봉영화,장편,한국,4,250000,79,53000,19,드라마,12세이상관람가,독립/예술영화
여기도 사람 있어요,김충길,김충길 필름,,김충길 필름,2023-03-01,개봉영화,장편,한국,2,668000,75,552000,52,드라마,12세이상관람가,독립/예술영화
늑대사냥,김홍선,"(주)콘텐츠지,(주)영화사채움",,"TCO(주)더콘텐츠온,씨제이 씨지브이(CJ CGV)(주)",2022-09-21,개봉영화,장편,한국,1226,886600,74,649900,55,액션,청소년관람불가,일반영화
미용의 기술,현승우,(주)메이크아트,,(주)메이크아트,2023-02-17,개봉영화,장편,한국,5,324000,64,300000,60,성인물(에로),청소년관람불가,일반영화
솔라 플라워,한경탁,"(주)삼이공,(주)토리엔터테인먼트",,(주)스토리제이,2023-04-06,개봉영화,장편,한국,5,292000,52,0,0,드라마,15세이상관람가,독립/예술영화
미애언니라고 불러줘,이상우,이상우필름,,이상우필름,2022-12-08,개봉영화,장편,한국,2,364000,46,260000,26,드라마,15세이상관람가,일반영화
아르코라이브 무용 물속 골리앗,김모든,모든 컴퍼니,,(주)더존크리에이티브,2022-11-16,개봉영화,장편,한국,6,668300,45,473300,32,공연,12세이상관람가,일반영화
무한궤도 (가면속의 거짓말),김문옥,스마일픽쳐스,,스마일픽쳐스,2023-03-29,개봉영화,장편,한국,1,440000,44,440000,44,범죄,15세이상관람가,일반영화
뮤지컬 스페셜딜리버리,오준석,엠제이플래닛,,(주)더존크리에이티브,2022-11-23,개봉영화,장편,한국,6,660000,44,330000,22,공연,12세이상관람가,일반영화
홈리스,임승현,"(주)타이거시네마,DGC",,그린나래미디어(주),2022-09-15,개봉영화,장편,한국,86,370000,44,370000,44,드라마,12세이상관람가,독립/예술영화
사잇소리,김정욱,(주)유비네트워크,,"(주)드림팩트엔터테인먼트,(주)아크메",2022-10-13,개봉영화,장편,한국,20,182000,37,79000,8,스릴러,15세이상관람가,독립/예술영화
깐부(코로나방학소동),김문옥,스마일픽쳐스,,스마일픽쳐스,2022-11-15,개봉영화,장편,한국,1,320000,32,320000,32,드라마,12세이상관람가,일반영화
도희야,신세계,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-04-07,개봉영화,장편,한국,5,182000,32,0,0,성인물(에로),청소년관람불가,일반영화
시아버지를 농락한 며느리,신세계,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-02-03,개봉영화,장편,한국,5,192000,32,0,0,성인물(에로),청소년관람불가,일반영화
신입 여사원: 출장업무,신세계,(주)씨맥스커뮤니케이션즈,,(주)씨맥스커뮤니케이션즈,2023-03-03,개봉영화,장편,한국,5,192000,32,0,0,성인물(에로),청소년관람불가,일반영화
생각 그런거 없는데요,하나,우리우리,,목영이엔엠,2023-01-25,개봉영화,장편,한국,1,220000,22,220000,22,드라마,12세이상관람가,일반영화
갑질섹스 떡 뺏어 먹는 여사장,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-04-28,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
귀여운 변태녀,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-04-20,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
그녀가 순결했던 이유,박나은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-03-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 서투른 섹스,서은진,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-03-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
그녀의 입 안 가득 채운 대물,조불근,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-04-27,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
글래머 강남 언니,신혜영,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-04-27,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
기필코 섹스한다,강현성,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-04-06,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
꿈처럼 달콤한 삽입,박나은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-03-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
너는 나의 1회용 섹스 파트너,박나은,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-03-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
맛 보여주는 거유녀,서영,(주)샤이커뮤니케이션즈,,(주)샤이커뮤니케이션즈,2023-04-13,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
맛있는 간통,김도현,(주)뮤직엔닷컴,,(주)뮤직엔닷컴,2023-03-31,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
바닷가에서 따먹는 전복맛,핑마,와이제이스토리,,와이제이스토리,2023-03-08,개봉영화,장편,한국,1,100000,20,0,0,성인물(에로),청소년관람불가,일반영화
