,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관객수,director_rank,gr_rank,dis_rank,영화형태_단편,영화형태_옴니버스,영화형태_장편,영화구분_독립/예술영화,영화구분_일반영화,등급_12세이상관람가,등급_15세이상관람가,"등급_연소자관람불가,청소년관람불가",등급_전체관람가,등급_청소년관람불가
2498,10,912000.0,191,303000,62,762.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
2499,20,912000.0,191,903000,182,704.0,18.0,271.0,0,0,1,0,1,0,0,0,0,1
2500,105,1142500.0,187,217000,34,435.0,11.0,153.0,0,0,1,1,0,1,0,0,0,0
2501,20,978000.0,185,172000,29,720.0,7.0,280.0,0,0,1,0,1,0,0,0,0,1
2502,20,1066000.0,179,720000,126,829.0,18.0,277.0,0,0,1,0,1,0,0,0,0,1
2503,20,954000.0,171,667000,127,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2504,21,935000.0,170,663000,125,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2505,16,1363000.0,170,584500,72,686.0,9.0,242.0,0,0,1,1,0,0,0,0,0,1
2506,20,955000.0,169,663000,125,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2507,20,960000.0,169,663000,125,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2508,20,935000.0,169,663000,125,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2509,20,940000.0,169,670000,126,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2510,20,968000.0,169,666000,125,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2511,82,719000.0,135,0,0,571.0,9.0,135.0,0,0,1,1,0,1,0,0,0,0
2512,1,337000.0,121,0,0,699.0,14.0,239.0,0,1,0,1,0,1,0,0,0,0
2513,10,1007700.0,109,495500,49,650.0,2.0,248.0,0,0,1,0,1,1,0,0,0,0
2514,145,762000.0,107,104000,13,633.0,9.0,226.0,0,0,1,1,0,0,1,0,0,0
2515,1,221000.0,78,221000,78,718.0,14.0,239.0,0,0,1,1,0,0,1,0,0,0
2516,20,166000.0,70,103000,52,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2517,1,147000.0,61,147000,61,724.0,14.0,239.0,0,0,1,1,0,1,0,0,0,0
2518,1,300000.0,60,300000,60,721.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2519,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2520,1,300000.0,60,300000,60,747.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2521,1,300000.0,60,300000,60,721.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2522,1,300000.0,60,300000,60,763.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2523,1,300000.0,60,300000,60,831.0,9.0,276.0,0,0,1,0,1,0,0,0,0,1
2524,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2525,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2526,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2527,1,300000.0,60,300000,60,763.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2528,1,300000.0,60,300000,60,763.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2529,1,300000.0,60,300000,60,830.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2530,1,300000.0,60,300000,60,730.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2531,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2532,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2533,1,300000.0,60,300000,60,721.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2534,1,300000.0,60,300000,60,747.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2535,1,300000.0,60,300000,60,763.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2536,1,300000.0,60,300000,60,846.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2537,1,300000.0,60,300000,60,747.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2538,1,300000.0,60,300000,60,754.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2539,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2540,1,300000.0,60,300000,60,730.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2541,1,300000.0,60,300000,60,721.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2542,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2543,1,300000.0,60,300000,60,754.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2544,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2545,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2546,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2548,1,300000.0,60,300000,60,747.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2549,1,300000.0,60,300000,60,836.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
2550,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2551,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2552,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2553,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2554,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2555,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2556,1,300000.0,60,300000,60,763.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2557,1,300000.0,60,300000,60,729.0,9.0,266.0,0,0,1,0,1,0,0,0,0,1
2558,1,300000.0,60,300000,60,754.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2559,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2560,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2561,1,300000.0,60,300000,60,730.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2562,1,300000.0,60,300000,60,721.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2563,1,300000.0,60,300000,60,730.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2564,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2565,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2566,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2567,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2568,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2569,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2570,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2571,1,300000.0,60,300000,60,731.0,18.0,260.0,0,0,1,0,1,0,0,0,0,1
2572,1,300000.0,60,300000,60,751.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2573,1,300000.0,60,300000,60,763.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2574,1,300000.0,60,300000,60,846.0,20.0,267.0,0,0,1,0,1,0,0,0,0,1
2575,1,300000.0,60,300000,60,754.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2576,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2577,1,300000.0,60,300000,60,756.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2578,1,300000.0,60,300000,60,747.0,20.0,274.0,0,0,1,0,1,0,0,0,0,1
2579,1,300000.0,60,300000,60,747.0,18.0,274.0,0,0,1,0,1,0,0,0,0,1
2580,1,300000.0,60,300000,60,725.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
2581,1,300000.0,60,300000,60,836.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2582,1,300000.0,60,300000,60,721.0,20.0,265.0,0,0,1,0,1,0,0,0,0,1
2583,1,300000.0,60,300000,60,763.0,9.0,267.0,0,0,1,0,1,0,0,0,0,1
2584,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2585,1,300000.0,60,300000,60,754.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2586,1,300000.0,60,300000,60,831.0,9.0,276.0,0,0,1,0,1,0,0,0,0,1
2587,1,300000.0,60,300000,60,747.0,18.0,267.0,0,0,1,0,1,0,0,0,0,1
2588,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2589,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2590,1,300000.0,60,300000,60,725.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
2591,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2592,1,300000.0,60,300000,60,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2594,79,186000.0,37,0,0,500.0,9.0,59.0,0,0,1,1,0,1,0,0,0,0
2595,1,68000.0,34,68000,34,872.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2596,12,203000.0,29,21000,3,638.0,9.0,177.0,0,0,1,1,0,0,0,0,1,0
2597,20,71000.0,25,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2598,20,71000.0,25,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2599,20,76000.0,25,13000,7,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2600,18,70000.0,24,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2601,19,70000.0,24,3000,2,867.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2602,20,74000.0,24,11000,6,867.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2603,20,70000.0,22,7000,4,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2604,101,135000.0,22,44000,8,406.0,9.0,147.0,0,0,1,1,0,0,1,0,0,0
2605,20,68000.0,21,5000,3,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2606,20,67000.0,21,4000,3,876.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2607,20,68000.0,21,5000,3,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2608,20,66000.0,20,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2609,1,100000.0,20,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
2610,1,100000.0,20,100000,20,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2611,20,66000.0,20,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2612,1,100000.0,20,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2613,1,100000.0,20,0,0,846.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2614,20,66000.0,20,3000,2,867.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2615,1,100000.0,20,0,0,763.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2616,20,66000.0,20,3000,2,876.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2617,1,100000.0,20,100000,20,763.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2618,20,66000.0,20,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2619,1,100000.0,20,0,0,851.0,20.0,290.0,0,0,1,0,1,0,0,0,0,1
2620,1,100000.0,20,0,0,835.0,18.0,280.0,0,0,1,0,1,0,0,0,0,1
2621,28,127000.0,19,0,0,566.0,9.0,202.0,0,0,1,1,0,0,0,0,1,0
2622,19,65000.0,19,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2623,19,65000.0,19,3000,2,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2624,1,90000.0,18,0,0,752.0,18.0,275.0,0,0,1,0,1,0,0,0,0,1
2625,1,90000.0,18,0,0,850.0,9.0,275.0,0,0,1,0,1,0,0,0,0,1
2626,1,90000.0,18,0,0,850.0,18.0,275.0,0,0,1,0,1,0,0,0,0,1
2627,264,87000.0,17,80000,16,182.0,9.0,67.0,0,0,1,1,0,1,0,0,0,0
2628,8,10000.0,10,2000,2,754.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
2629,126,96000.0,8,96000,8,45.0,9.0,7.0,0,0,1,0,1,0,1,0,0,0
2630,8,8000.0,8,1000,1,762.0,20.0,271.0,0,0,1,0,1,0,0,0,0,1
2631,5,8000.0,6,4000,2,852.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
2632,5,5000.0,5,1000,1,832.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2633,5,5000.0,5,1000,1,741.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2634,5,24000.0,5,0,0,868.0,9.0,246.0,0,0,1,0,1,0,0,0,0,1
2635,5,6000.0,5,2000,1,852.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
2636,5,5000.0,5,1000,1,758.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2637,5,24000.0,5,0,0,702.0,18.0,246.0,0,0,1,0,1,0,0,0,0,1
2638,1,26000.0,5,2000,1,882.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2639,5,5000.0,5,1000,1,751.0,20.0,297.0,0,0,1,0,1,0,0,0,0,1
2640,5,5000.0,5,1000,1,751.0,20.0,297.0,0,0,1,0,1,0,0,0,0,1
2641,1,26000.0,5,2000,1,882.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2642,1,10000.0,5,10000,5,882.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2643,1,8000.0,4,8000,4,770.0,20.0,268.0,0,0,1,0,1,0,0,0,0,1
2644,1,6000.0,3,6000,3,881.0,20.0,300.0,0,0,1,0,1,0,0,0,0,1
2645,1,6000.0,3,6000,3,872.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2646,1,4000.0,2,4000,2,882.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2647,23,15000.0,2,0,0,592.0,15.0,193.0,0,0,1,1,0,0,1,0,0,0
2648,1,4000.0,2,4000,2,872.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2649,1,12000.0,2,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2650,1,12000.0,2,0,0,880.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2651,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2652,1,5000.0,1,0,0,968.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2653,1,5000.0,1,0,0,968.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2654,1,1000.0,1,0,0,892.0,9.0,303.0,0,0,1,0,1,0,0,0,0,1
2655,1,6000.0,1,0,0,771.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2656,1,6000.0,1,0,0,1014.0,20.0,306.0,0,0,1,0,1,0,0,0,0,1
2657,1,6000.0,1,0,0,880.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2658,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2659,1,1000.0,1,1000,1,892.0,20.0,318.0,0,0,1,0,1,0,0,0,0,1
2660,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2661,1,2000.0,1,2000,1,725.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2662,1,6000.0,1,0,0,829.0,18.0,277.0,0,0,1,0,1,0,0,0,0,1
2663,1,1000.0,1,0,0,881.0,20.0,314.0,0,0,1,0,1,0,0,0,0,1
2664,1,6000.0,1,0,0,829.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
2665,1,6000.0,1,0,0,874.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2666,1,6000.0,1,0,0,1000.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2667,1,6000.0,1,0,0,1000.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2668,1,6000.0,1,0,0,876.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2669,1,1000.0,1,0,0,980.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2670,1,1000.0,1,1000,1,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2671,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2672,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2673,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2674,1,6000.0,1,0,0,880.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2675,38,9000.0,1,9000,1,611.0,18.0,163.0,0,0,1,1,0,1,0,0,0,0
2676,1,6000.0,1,0,0,880.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2677,1,2000.0,1,2000,1,881.0,18.0,300.0,0,0,1,0,1,0,0,0,0,1
2678,1,6000.0,1,0,0,904.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2679,1,1000.0,1,0,0,892.0,9.0,303.0,0,0,1,0,1,0,0,0,0,1
2680,1,5000.0,1,0,0,968.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2681,1,6000.0,1,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2682,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2683,1,6000.0,1,0,0,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2684,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2685,1,6000.0,1,0,0,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2686,1,6000.0,1,0,0,842.0,20.0,285.0,0,0,1,0,1,0,0,0,0,1
2687,1,1000.0,1,0,0,892.0,9.0,303.0,0,0,1,0,1,0,0,0,0,1
2688,1,1000.0,1,1000,1,892.0,20.0,318.0,0,0,1,0,1,0,0,0,0,1
2689,1,6000.0,1,0,0,1000.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2690,1,6000.0,1,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2691,1,1000.0,1,0,0,892.0,9.0,303.0,0,0,1,0,1,0,0,0,0,1
2692,1,1000.0,1,0,0,761.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2693,1,6000.0,1,0,0,830.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2694,1,6000.0,1,0,0,880.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2695,1,5000.0,1,0,0,891.0,18.0,322.0,0,0,1,0,1,0,0,0,0,1
2696,1,2000.0,1,2000,1,882.0,20.0,269.0,0,0,1,0,1,0,0,0,0,1
2697,1,6000.0,1,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2698,1,6000.0,1,0,0,856.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2699,1,6000.0,1,0,0,1000.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2700,1,6000.0,1,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2701,1,6000.0,1,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2702,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2703,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2704,1,1000.0,1,0,0,832.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2705,1,6000.0,1,0,0,829.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
2706,1,1000.0,1,0,0,892.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
2707,1,1000.0,1,0,0,906.0,20.0,324.0,0,0,1,0,1,0,0,0,0,1
2708,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2709,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2710,1,1000.0,1,0,0,980.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2711,1,6000.0,1,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2712,1,6000.0,1,0,0,1000.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2713,1,1000.0,1,0,0,980.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2714,1,6000.0,1,0,0,880.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2715,1,5000.0,1,0,0,891.0,18.0,302.0,0,0,1,0,1,0,0,0,0,1
2716,1,1000.0,1,0,0,998.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2717,1,1000.0,1,0,0,892.0,9.0,303.0,0,0,1,0,1,0,0,0,0,1
2718,1,1000.0,1,0,0,892.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
2719,1,1000.0,1,0,0,892.0,20.0,303.0,0,0,1,0,1,0,0,0,0,1
2720,1,5000.0,1,0,0,968.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2721,1,6000.0,1,0,0,987.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2722,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2723,1,2000.0,1,2000,1,882.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2724,1,6000.0,1,0,0,1014.0,20.0,306.0,0,0,1,0,1,0,0,0,0,1
2725,1,6000.0,1,0,0,777.0,20.0,277.0,0,0,1,0,1,0,0,0,0,1
2726,1,6000.0,1,0,0,987.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2727,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2728,1,6000.0,1,0,0,987.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2729,1,6000.0,1,0,0,987.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2730,1,6000.0,1,0,0,944.0,18.0,321.0,0,0,1,0,1,0,0,0,0,1
2731,1,6000.0,1,0,0,1000.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2732,1,1000.0,1,0,0,892.0,9.0,303.0,0,0,1,0,1,0,0,0,0,1
2733,1,6000.0,1,0,0,987.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2734,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2735,1,6000.0,1,0,0,909.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2736,1,6000.0,1,0,0,887.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2737,1,1000.0,1,0,0,998.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2738,1,6000.0,1,0,0,842.0,20.0,285.0,0,0,1,0,1,0,0,0,0,1
2739,1,1000.0,1,1000,1,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2740,1,6000.0,1,0,0,763.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2741,1,2000.0,1,2000,1,882.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2742,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2743,1,2000.0,1,2000,1,872.0,18.0,269.0,0,0,1,0,1,0,0,0,0,1
2744,1,5000.0,1,0,0,891.0,18.0,302.0,0,0,1,0,1,0,0,0,0,1
2745,1,5000.0,1,0,0,891.0,18.0,302.0,0,0,1,0,1,0,0,0,0,1
2746,1,6000.0,1,0,0,880.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2747,1,6000.0,1,0,0,1014.0,20.0,306.0,0,0,1,0,1,0,0,0,0,1
2748,1,6000.0,1,0,0,874.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2749,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2750,1,1000.0,1,0,0,1004.0,18.0,304.0,0,0,1,0,1,0,0,0,0,1
2751,1,6000.0,1,0,0,1014.0,20.0,306.0,0,0,1,0,1,0,0,0,0,1
2752,1,6000.0,1,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2753,1,6000.0,1,0,0,944.0,18.0,321.0,0,0,1,0,1,0,0,0,0,1
2754,1,6000.0,1,0,0,763.0,20.0,293.0,0,0,1,0,1,0,0,0,0,1
2755,1,6000.0,1,0,0,909.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2756,1,6000.0,1,0,0,754.0,20.0,275.0,0,0,1,0,1,0,0,0,0,1
2757,1,1000.0,1,0,0,1004.0,18.0,305.0,0,0,1,0,1,0,0,0,0,1
2758,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2759,1,5000.0,1,0,0,891.0,18.0,322.0,0,0,1,0,1,0,0,0,0,1
2760,1,6000.0,1,0,0,770.0,20.0,298.0,0,0,1,0,1,0,0,0,0,1
2761,1,6000.0,1,0,0,770.0,20.0,298.0,0,0,1,0,1,0,0,0,0,1
2762,1,1000.0,1,0,0,964.0,18.0,304.0,0,0,1,0,1,0,0,0,0,1
2763,1,1000.0,1,1000,1,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2764,1,1000.0,1,0,0,735.0,18.0,262.0,0,0,1,0,1,0,0,0,0,1
2765,1,6000.0,1,0,0,909.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2766,1,6000.0,1,0,0,876.0,18.0,289.0,0,0,1,0,1,0,0,0,0,1
2767,1,6000.0,1,0,0,763.0,18.0,261.0,0,0,1,0,1,0,0,0,0,1
2768,1,1000.0,1,0,0,1004.0,18.0,304.0,0,0,1,0,1,0,0,0,0,1
2769,1,6000.0,1,0,0,987.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2770,1,1000.0,1,0,0,1016.0,20.0,286.0,0,0,1,0,1,0,0,0,0,1
2771,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2772,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2773,1,6000.0,1,0,0,874.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2774,1,6000.0,1,0,0,807.0,20.0,296.0,0,0,1,0,1,0,0,0,0,1
2775,1,1000.0,1,0,0,892.0,9.0,303.0,0,0,1,0,1,0,0,0,0,1
2776,1,6000.0,1,0,0,874.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2777,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2778,1,6000.0,1,0,0,909.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2779,1,6000.0,1,0,0,771.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2780,1,6000.0,1,0,0,887.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
2781,1,5000.0,1,0,0,968.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2782,1,5000.0,1,0,0,968.0,18.0,294.0,0,0,1,0,1,0,0,0,0,1
2783,1,6000.0,1,0,0,885.0,18.0,296.0,0,0,1,0,1,0,0,0,0,1
